"destination_id","batch_id","tier","region","country_code","prefecture_code","prefecture_name_ja","prefecture_name_en","entity_type","name_zh","name_ja","name_en","canonical_name","aliases","latitude","longitude","provider_type","provider_entity_id","attraction_quota","source_mode","source_job_id","md_variant_id","lg_variant_id","status","authenticity","rights_status","official_url","entity_provenance","coverage_note","review_notes"
"jp-sasebo","JP-A-27","A","kyushu-okinawa","JP","","","","entity_resolution_required","","","Sasebo","Sasebo","","","","","","25","illustrative_city","source:jp-sasebo:master","variant:jp-sasebo:md","variant:jp-sasebo:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-hirado","JP-A-27","A","kyushu-okinawa","JP","","","","entity_resolution_required","","","Hirado","Hirado","","","","","","25","illustrative_city","source:jp-hirado:master","variant:jp-hirado:md","variant:jp-hirado:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-goto-islands","JP-A-27","A","kyushu-okinawa","JP","","","","entity_resolution_required","","","Goto Islands","Goto Islands","","","","","","25","illustrative_city","source:jp-goto-islands:master","variant:jp-goto-islands:md","variant:jp-goto-islands:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-shimabara","JP-A-28","A","kyushu-okinawa","JP","","","","entity_resolution_required","","","Shimabara","Shimabara","","","","","","25","illustrative_city","source:jp-shimabara:master","variant:jp-shimabara:md","variant:jp-shimabara:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-kurokawa-onsen","JP-A-28","A","kyushu-okinawa","JP","","","","entity_resolution_required","","","Kurokawa Onsen","Kurokawa Onsen","","","","","","25","illustrative_city","source:jp-kurokawa-onsen:master","variant:jp-kurokawa-onsen:md","variant:jp-kurokawa-onsen:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-amakusa","JP-A-28","A","kyushu-okinawa","JP","kumamoto","熊本県","Kumamoto","entity_resolution_required","","","Amakusa","Amakusa","","","","","","25","illustrative_city","source:jp-amakusa:master","variant:jp-amakusa:md","variant:jp-amakusa:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/kyushu/kumamoto/amakusa","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Kumamoto. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-hitoyoshi","JP-A-28","A","kyushu-okinawa","JP","kumamoto","熊本県","Kumamoto","entity_resolution_required","","","Hitoyoshi","Hitoyoshi","","","","","","25","illustrative_city","source:jp-hitoyoshi:master","variant:jp-hitoyoshi:md","variant:jp-hitoyoshi:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/kyushu/kumamoto/hitoyoshi","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Kumamoto. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-kunisaki","JP-A-28","A","kyushu-okinawa","JP","","","","entity_resolution_required","","","Kunisaki","Kunisaki","","","","","","25","illustrative_city","source:jp-kunisaki:master","variant:jp-kunisaki:md","variant:jp-kunisaki:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-hita","JP-A-28","A","kyushu-okinawa","JP","","","","entity_resolution_required","","","Hita","Hita","","","","","","25","illustrative_city","source:jp-hita:master","variant:jp-hita:md","variant:jp-hita:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-usuki","JP-A-29","A","kyushu-okinawa","JP","","","","entity_resolution_required","","","Usuki","Usuki","","","","","","25","illustrative_city","source:jp-usuki:master","variant:jp-usuki:md","variant:jp-usuki:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-miyazaki","JP-A-29","A","kyushu-okinawa","JP","miyazaki","宮崎県","Miyazaki","entity_resolution_required","","","Miyazaki","Miyazaki","","","","","","25","illustrative_city","source:jp-miyazaki:master","variant:jp-miyazaki:md","variant:jp-miyazaki:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/kyushu/miyazaki/","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Miyazaki. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-aoshima","JP-A-29","A","kyushu-okinawa","JP","","","","entity_resolution_required","","","Aoshima","Aoshima","","","","","","25","illustrative_city","source:jp-aoshima:master","variant:jp-aoshima:md","variant:jp-aoshima:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-nichinan","JP-A-29","A","kyushu-okinawa","JP","miyazaki","宮崎県","Miyazaki","entity_resolution_required","","","Nichinan","Nichinan","","","","","","25","illustrative_city","source:jp-nichinan:master","variant:jp-nichinan:md","variant:jp-nichinan:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/kyushu/miyazaki/nichinan","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Miyazaki. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-kirishima","JP-A-29","A","kyushu-okinawa","JP","kagoshima","鹿児島県","Kagoshima","entity_resolution_required","","","Kirishima","Kirishima","","","","","","25","illustrative_city","source:jp-kirishima:master","variant:jp-kirishima:md","variant:jp-kirishima:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/kyushu/kagoshima/kirishima","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Kagoshima. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-ibusuki","JP-A-29","A","kyushu-okinawa","JP","kagoshima","鹿児島県","Kagoshima","entity_resolution_required","","","Ibusuki","Ibusuki","","","","","","25","illustrative_city","source:jp-ibusuki:master","variant:jp-ibusuki:md","variant:jp-ibusuki:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/kyushu/kagoshima/ibusuki-and-around","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Kagoshima. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-amami-oshima","JP-A-30","A","kyushu-okinawa","JP","kagoshima","鹿児島県","Kagoshima","entity_resolution_required","","","Amami Oshima","Amami Oshima","","","","","","25","illustrative_city","source:jp-amami-oshima:master","variant:jp-amami-oshima:md","variant:jp-amami-oshima:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/kyushu/kagoshima/amami-oshima-and-nearby-islands/","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Kagoshima. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
